fase_aluno,turma,ano_nasc,idade,genero,ano_inicio_pm,instituicao_aluno,CG,CF,CT,Nº Av,IAA,IEG,IPS,IDA,mat,por,ing,indicado_por_bolsa,ano_base,Escola,Ativo/ Inativo,risco_defasagem
ALFA,ALFA E - G2/G3,12/14/2012,10,Masculino,2022,Pública,,,,2.0,0.0,7.8,3.77,8.3,8.8,7.8,,,2023,,,1
ALFA,ALFA E - G2/G3,10/24/2011,12,Masculino,2023,Pública,,,,2.0,10.0,9.3,2.52,3.9,4.5,3.3,,,2023,,,1
ALFA,ALFA E - G2/G3,2015-04-04 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,10.0,9.6,5.02,7.8,7.7,7.8,,,2023,,,0
ALFA,ALFA E - G2/G3,2014-03-03 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,,2.0,8.4,7.5,2.52,6.6,6.8,6.3,,,2023,,,1
ALFA,ALFA E - G2/G3,4/30/2013,10,Masculino,2022,Pública,,,,2.0,7.9,9.1,2.52,7.6,7.5,7.6,,,2023,,,1
ALFA,ALFA F - G0/G1,2016-12-02 00:00:00,1900-01-07 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,9.3,7.52,6.4,6.0,6.8,,,2023,,,0
ALFA,ALFA F - G0/G1,2015-09-02 00:00:00,1900-01-08 00:00:00,Masculino,2022,Pública,,,,2.0,0.0,8.1,3.77,9.3,9.3,9.2,,,2023,,,0
ALFA,ALFA F - G0/G1,11/27/2013,9,Masculino,2023,Pública,,,,2.0,9.5,9.4,7.52,8.3,7.5,9.0,,,2023,,,1
ALFA,ALFA F - G0/G1,2014-03-02 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,,2.0,10.0,10.0,5.63,9.3,9.3,9.3,,,2023,,,1
ALFA,ALFA F - G0/G1,9/30/2014,9,Masculino,2022,Pública,,,,2.0,9.5,9.0,7.52,8.4,8.1,8.7,,,2023,,,1
ALFA,ALFA F - G0/G1,2015-10-06 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,7.5,9.2,7.52,8.6,7.7,9.4,,,2023,,,0
ALFA,ALFA F - G0/G1,10/23/2015,8,Feminino,2023,Privada,,,,2.0,9.5,9.6,7.52,9.3,9.2,9.4,,,2023,,,0
ALFA,ALFA F - G0/G1,2015-08-06 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,9.0,7.52,7.9,6.7,9.0,,,2023,,,0
ALFA,ALFA F - G0/G1,10/22/2013,10,Feminino,2023,Pública,,,,2.0,10.0,9.9,7.52,9.2,9.1,9.2,,,2023,,,1
ALFA,ALFA F - G0/G1,11/30/2013,9,Masculino,2022,Pública,,,,2.0,0.0,9.8,7.52,9.2,8.8,9.5,,,2023,,,1
ALFA,ALFA F - G0/G1,1/23/2015,8,Masculino,2023,Pública,,,,2.0,0.0,8.8,7.52,8.9,8.8,9.0,,,2023,,,0
ALFA,ALFA G - G2/G3,2013-04-04 00:00:00,1900-01-10 00:00:00,Masculino,2021,Pública,,,,2.0,7.9,8.3,3.14,7.8,8.0,7.5,,,2023,,,1
ALFA,ALFA G - G2/G3,2013-10-02 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,,2.0,9.5,9.6,6.27,6.7,6.7,6.7,,,2023,,,1
ALFA,ALFA G - G2/G3,5/19/2012,11,Masculino,2023,Pública,,,,2.0,9.0,6.7,2.52,3.4,3.7,3.0,,,2023,,,1
ALFA,ALFA G - G2/G3,2015-08-01 00:00:00,1900-01-08 00:00:00,Masculino,2022,Pública,,,,2.0,7.0,9.8,6.89,7.4,7.2,7.5,,,2023,,,0
ALFA,ALFA G - G2/G3,2014-11-08 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,,2.0,9.5,8.8,2.52,8.0,8.3,7.7,,,2023,,,1
ALFA,ALFA G - G2/G3,1/31/2014,9,Masculino,2022,Pública,,,,2.0,9.0,8.3,7.52,7.6,7.3,7.8,,,2023,,,1
ALFA,ALFA G - G2/G3,8/18/2013,10,Feminino,2022,Privada,,,,2.0,0.0,8.7,7.52,9.1,9.0,9.2,,,2023,,,1
ALFA,ALFA G - G2/G3,6/13/2014,9,Feminino,2023,Pública,,,,2.0,7.0,9.4,7.52,6.3,6.2,6.3,,,2023,,,1
ALFA,ALFA G - G2/G3,2012-10-12 00:00:00,1900-01-10 00:00:00,Feminino,2021,Pública,,,,2.0,9.0,7.8,4.39,7.3,6.7,7.8,,,2023,,,1
ALFA,ALFA G - G2/G3,2014-02-02 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,,2.0,9.5,9.0,4.38,8.2,8.3,8.0,,,2023,,,1
ALFA,ALFA G - G2/G3,12/30/2011,11,Masculino,2022,Pública,,,,2.0,0.0,7.2,7.52,6.9,6.7,7.0,,,2023,,,1
ALFA,ALFA G - G2/G3,8/29/2012,11,Feminino,2022,Pública,,,,2.0,10.0,7.9,7.52,4.9,5.5,4.3,,,2023,,,1
ALFA,ALFA H - G0/G1,2013-02-03 00:00:00,1900-01-10 00:00:00,Feminino,2023,Pública,,,,2.0,8.0,8.5,6.89,7.9,9.5,6.3,,,2023,,,1
ALFA,ALFA H - G0/G1,1/31/2015,8,Feminino,2022,Pública,,,,2.0,10.0,6.1,7.52,6.0,6.2,5.8,,,2023,,,0
ALFA,ALFA H - G0/G1,5/16/2015,8,Feminino,2023,Pública,,,,2.0,10.0,9.2,7.52,8.7,9.0,8.4,,,2023,,,0
ALFA,ALFA H - G0/G1,2015-05-08 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,10.0,8.4,7.52,8.4,8.1,8.7,,,2023,,,0
ALFA,ALFA H - G0/G1,3/18/2014,9,Feminino,2023,Pública,,,,2.0,9.5,9.7,2.52,6.6,7.7,5.5,,,2023,,,1
ALFA,ALFA H - G0/G1,12/15/2015,7,Feminino,2023,Pública,,,,2.0,0.0,7.2,2.52,7.0,5.3,8.7,,,2023,,,0
ALFA,ALFA H - G0/G1,3/19/2016,7,Feminino,2023,Pública,,,,2.0,10.0,8.7,2.52,7.7,7.1,8.3,,,2023,,,0
ALFA,ALFA H - G0/G1,4/16/2014,9,Masculino,2023,Pública,,,,2.0,0.0,8.4,7.52,5.3,5.5,5.0,,,2023,,,1
ALFA,ALFA H - G0/G1,7/20/2015,8,Feminino,2023,Pública,,,,2.0,9.0,6.3,7.52,6.1,6.0,6.2,,,2023,,,0
ALFA,ALFA I - G2/G3,4/13/2016,7,Feminino,2023,Pública,,,,2.0,9.0,9.7,7.52,6.3,6.5,6.0,,,2023,,,0
ALFA,ALFA I - G2/G3,2014-03-12 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,8.5,9.7,3.14,8.4,8.5,8.2,,,2023,,,0
ALFA,ALFA I - G2/G3,2013-12-08 00:00:00,1900-01-10 00:00:00,Feminino,2022,Pública,,,,2.0,0.0,9.5,3.14,5.4,4.5,6.3,,,2023,,,1
ALFA,ALFA I - G2/G3,2012-03-02 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,,2.0,8.5,8.4,2.52,7.1,8.0,6.2,,,2023,,,1
ALFA,ALFA I - G2/G3,2015-01-04 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,9.5,9.9,7.52,7.3,7.5,7.0,,,2023,,,0
ALFA,ALFA I - G2/G3,8/15/2013,10,Feminino,2022,Pública,,,,2.0,0.0,7.6,7.52,7.5,6.2,8.8,,,2023,,,1
ALFA,ALFA I - G2/G3,2015-02-08 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,9.0,5.6,7.52,5.0,5.0,5.0,,,2023,,,0
ALFA,ALFA I - G2/G3,2015-01-12 00:00:00,1900-01-07 00:00:00,Masculino,2023,Pública,,,,2.0,9.0,8.9,7.52,5.4,5.2,5.5,,,2023,,,0
ALFA,ALFA J - G2/G3,7/19/2014,9,Feminino,2022,Pública,,,,2.0,10.0,9.5,3.77,7.4,7.2,7.5,,,2023,,,1
ALFA,ALFA J - G2/G3,2014-08-11 00:00:00,1900-01-08 00:00:00,Feminino,2022,Pública,,,,2.0,0.0,9.5,3.77,6.0,7.5,4.5,,,2023,,,0
ALFA,ALFA J - G2/G3,10/29/2013,9,Feminino,2022,Pública,,,,2.0,9.5,9.7,7.52,7.8,7.5,8.0,,,2023,,,1
ALFA,ALFA J - G2/G3,2012-10-09 00:00:00,1900-01-11 00:00:00,Masculino,2021,Pública,,,,2.0,9.5,9.9,3.77,7.2,7.3,7.0,,,2023,,,1
ALFA,ALFA J - G2/G3,2015-07-02 00:00:00,1900-01-08 00:00:00,Masculino,2022,Pública,,,,2.0,0.0,9.6,7.52,7.3,7.5,7.0,,,2023,,,0
ALFA,ALFA J - G2/G3,8/26/2013,10,Feminino,2021,Pública,,,,2.0,7.9,9.5,2.52,6.4,6.0,6.7,,,2023,,,1
ALFA,ALFA J - G2/G3,3/20/2015,8,Feminino,2022,Pública,,,,2.0,8.0,9.2,7.52,7.3,6.8,7.8,,,2023,,,0
ALFA,ALFA J - G2/G3,2012-11-08 00:00:00,1900-01-11 00:00:00,Masculino,2022,Pública,,,,2.0,10.0,9.9,3.14,6.1,6.5,5.7,,,2023,,,1
ALFA,ALFA J - G2/G3,9/24/2012,11,Feminino,2022,Pública,,,,2.0,9.5,6.9,4.39,5.1,4.2,6.0,,,2023,,,1
ALFA,ALFA J - G2/G3,2012-03-10 00:00:00,1900-01-11 00:00:00,Masculino,2021,Pública,,,,2.0,9.5,5.3,7.52,5.9,7.0,4.7,,,2023,,,1
ALFA,ALFA J - G2/G3,6/15/2014,9,Feminino,2023,Pública,,,,2.0,9.0,10.0,3.77,6.8,6.5,7.0,,,2023,,,1
ALFA,ALFA J - G2/G3,2014-11-06 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,9.7,3.77,6.4,7.0,5.8,,,2023,,,1
ALFA,ALFA K - G0/G1,4/14/2015,8,Feminino,2023,Pública,,,,2.0,8.5,10.0,7.52,9.8,9.8,9.8,,,2023,,,0
ALFA,ALFA K - G0/G1,10/22/2015,8,Feminino,2023,Pública,,,,2.0,8.5,9.8,7.52,8.8,8.7,8.9,,,2023,,,0
ALFA,ALFA K - G0/G1,10/13/2015,8,Masculino,2023,Pública,,,,2.0,9.0,8.8,7.52,9.0,8.7,9.3,,,2023,,,0
ALFA,ALFA K - G0/G1,2015-08-04 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,8.5,8.2,2.52,7.8,7.0,8.5,,,2023,,,0
ALFA,ALFA K - G0/G1,12/22/2015,7,Feminino,2023,Pública,,,,2.0,9.5,7.9,7.52,7.5,6.5,8.4,,,2023,,,0
ALFA,ALFA K - G0/G1,9/26/2015,8,Feminino,2023,Pública,,,,2.0,9.0,8.4,7.52,7.7,8.0,7.3,,,2023,,,0
ALFA,ALFA K - G0/G1,9/15/2015,8,Feminino,2023,Pública,,,,2.0,9.0,9.6,7.52,8.7,8.3,9.0,,,2023,,,0
ALFA,ALFA K - G0/G1,9/23/2014,9,Masculino,2023,Pública,,,,2.0,0.0,9.8,7.52,9.4,9.2,9.5,,,2023,,,1
ALFA,ALFA K - G0/G1,2015-11-08 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,10.0,7.52,6.5,5.0,8.0,,,2023,,,0
ALFA,ALFA K - G0/G1,2015-03-03 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,9.5,9.6,7.52,9.2,9.0,9.3,,,2023,,,0
ALFA,ALFA K - G0/G1,2013-09-09 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,,2.0,10.0,8.7,7.52,6.1,5.4,6.8,,,2023,,,1
ALFA,ALFA K - G0/G1,2014-01-06 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,2.0,8.5,8.4,7.52,4.2,0.0,8.3,,,2023,,,1
ALFA,ALFA L - G2/G3,2012-04-10 00:00:00,1900-01-11 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,10.0,7.52,5.4,5.0,5.7,,,2023,,,1
ALFA,ALFA L - G2/G3,1/14/2015,8,Feminino,2022,Pública,,,,2.0,0.0,9.5,7.52,7.9,8.5,7.2,,,2023,,,0
ALFA,ALFA L - G2/G3,3/19/2013,10,Feminino,2022,Pública,,,,2.0,9.0,7.7,7.52,7.2,6.8,7.5,,,2023,,,1
ALFA,ALFA L - G2/G3,2012-03-07 00:00:00,1900-01-11 00:00:00,Masculino,2023,Pública,,,,2.0,9.0,8.4,2.52,6.3,6.8,5.7,,,2023,,,1
ALFA,ALFA L - G2/G3,2015-02-03 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,8.0,10.0,7.52,5.0,5.0,5.0,,,2023,,,0
ALFA,ALFA L - G2/G3,4/14/2013,10,Feminino,2023,Pública,,,,2.0,9.5,8.9,2.52,7.1,7.3,6.8,,,2023,,,1
ALFA,ALFA L - G2/G3,2015-12-01 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,9.5,9.4,7.52,8.0,8.0,8.0,,,2023,,,0
ALFA,ALFA L - G2/G3,7/31/2014,9,Masculino,2022,Pública,,,,2.0,8.5,9.8,2.52,7.5,8.3,6.7,,,2023,,,1
ALFA,ALFA L - G2/G3,2012-07-09 00:00:00,1900-01-11 00:00:00,Feminino,2021,Pública,,,,2.0,10.0,9.1,7.52,7.9,8.0,7.8,,,2023,,,1
ALFA,ALFA L - G2/G3,2014-08-10 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,,2.0,9.0,9.2,7.52,6.2,5.2,7.2,,,2023,,,1
ALFA,ALFA L - G2/G3,2/17/2014,9,Feminino,2022,Pública,,,,2.0,9.0,9.6,7.52,8.2,8.7,7.7,,,2023,,,1
ALFA,ALFA M - G0/G1,1/20/2014,9,Feminino,2023,Pública,,,,2.0,9.0,7.6,7.52,7.5,9.2,5.8,,,2023,,,1
ALFA,ALFA M - G0/G1,2015-02-04 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,8.5,9.2,7.52,7.9,8.0,7.8,,,2023,,,0
ALFA,ALFA M - G0/G1,2016-11-01 00:00:00,1900-01-07 00:00:00,Masculino,2023,Pública,,,,2.0,9.5,9.4,7.52,9.3,9.0,9.5,,,2023,,,0
ALFA,ALFA M - G0/G1,2013-05-09 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,,2.0,9.5,6.1,2.52,5.6,5.7,5.4,,,2023,,,1
ALFA,ALFA M - G0/G1,2015-02-03 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,9.0,7.9,7.52,3.3,1.7,4.9,,,2023,,,0
ALFA,ALFA M - G0/G1,4/26/2015,8,Feminino,2023,Pública,,,,2.0,9.0,7.6,7.52,0.0,0.0,0.0,,,2023,,,0
ALFA,ALFA M - G0/G1,2015-03-08 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,9.5,8.1,7.52,8.9,9.1,8.6,,,2023,,,0
ALFA,ALFA M - G0/G1,11/17/2014,8,Feminino,2023,Pública,,,,2.0,9.0,10.0,7.52,9.3,9.5,9.0,,,2023,,,0
ALFA,ALFA M - G0/G1,12/31/2013,9,Feminino,2022,Pública,,,,2.0,10.0,7.5,2.52,7.9,8.0,7.8,,,2023,,,1
ALFA,ALFA M - G0/G1,5/23/2016,7,Feminino,2023,Pública,,,,2.0,9.5,9.7,7.52,8.4,8.5,8.3,,,2023,,,0
ALFA,ALFA N - G2/G3,8/23/2013,10,Feminino,2022,Pública,,,,2.0,10.0,9.3,3.77,8.0,8.2,7.8,,,2023,,,1
ALFA,ALFA N - G2/G3,9/22/2015,8,Masculino,2023,Pública,,,,2.0,9.5,9.2,3.77,9.0,8.8,9.2,,,2023,,,0
ALFA,ALFA N - G2/G3,2014-06-03 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,,2.0,10.0,10.0,3.77,7.3,7.0,7.5,,,2023,,,1
ALFA,ALFA N - G2/G3,2015-04-02 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,7.4,8.8,3.14,8.3,8.5,8.0,,,2023,,,0
ALFA,ALFA N - G2/G3,4/13/2015,8,Feminino,2023,Pública,,,,2.0,0.0,8.3,3.14,7.7,7.8,7.5,,,2023,,,0
ALFA,ALFA N - G2/G3,8/22/2013,10,Feminino,2022,Pública,,,,2.0,9.5,8.8,3.14,8.3,8.0,8.5,,,2023,,,1
ALFA,ALFA N - G2/G3,4/28/2013,10,Feminino,2023,Pública,,,,2.0,9.0,8.8,3.14,7.8,8.0,7.5,,,2023,,,1
ALFA,ALFA N - G2/G3,12/19/2013,9,Masculino,2022,Pública,,,,2.0,8.0,9.4,3.77,8.3,8.8,7.8,,,2023,,,1
ALFA,ALFA N - G2/G3,2014-12-04 00:00:00,1900-01-09 00:00:00,Masculino,2021,Pública,,,,2.0,9.5,6.8,3.77,8.9,9.0,8.7,,,2023,,,1
ALFA,ALFA N - G2/G3,2014-09-09 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,,2.0,0.0,9.5,3.14,6.9,7.7,6.0,,,2023,,,1
ALFA,ALFA O - G2/G3,2013-08-06 00:00:00,1900-01-10 00:00:00,Masculino,2022,Pública,,,,2.0,9.5,9.7,7.52,9.1,9.0,9.2,,,2023,,,1
ALFA,ALFA O - G2/G3,12/23/2013,9,Masculino,2022,Pública,,,,2.0,10.0,9.0,7.52,7.3,7.3,7.3,,,2023,,,1
ALFA,ALFA O - G2/G3,10/18/2012,11,Masculino,2023,Pública,,,,2.0,8.0,7.5,7.52,7.8,7.8,7.8,,,2023,,,1
ALFA,ALFA O - G2/G3,2014-01-08 00:00:00,1900-01-09 00:00:00,Masculino,2022,Pública,,,,2.0,9.0,9.8,7.52,5.9,6.0,5.8,,,2023,,,1
ALFA,ALFA O - G2/G3,2014-01-12 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,10.0,9.3,7.52,9.1,9.0,9.2,,,2023,,,0
ALFA,ALFA O - G2/G3,2014-11-06 00:00:00,1900-01-09 00:00:00,Feminino,2022,Pública,,,,2.0,9.0,9.9,7.52,9.0,9.0,9.0,,,2023,,,1
ALFA,ALFA O - G2/G3,2015-11-03 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,10.0,9.8,7.52,9.3,9.3,9.3,,,2023,,,0
ALFA,ALFA O - G2/G3,3/22/2014,9,Masculino,2022,Pública,,,,2.0,10.0,9.5,7.52,9.2,9.2,9.2,,,2023,,,1
ALFA,ALFA O - G2/G3,12/19/2012,10,Feminino,2021,Pública,,,,2.0,0.0,9.2,3.14,7.9,7.8,8.0,,,2023,,,1
ALFA,ALFA O - G2/G3,2/28/2013,10,Feminino,2022,Pública,,,,2.0,9.0,9.6,7.52,9.3,9.5,9.0,,,2023,,,1
ALFA,ALFA O - G2/G3,8/17/2015,8,Masculino,2023,Pública,,,,2.0,10.0,9.6,7.52,7.7,7.7,7.7,,,2023,,,0
ALFA,ALFA O - G2/G3,5/17/2013,10,Masculino,2023,Pública,,,,2.0,8.5,10.0,7.52,6.3,6.5,6.0,,,2023,,,1
ALFA,ALFA O - G2/G3,1/21/2014,9,Masculino,2023,Pública,,,,2.0,0.0,8.7,2.52,6.2,6.2,6.2,,,2023,,,1
ALFA,ALFA Q - G2/G3,2014-02-01 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,9.2,7.52,8.7,9.5,7.8,,,2023,,,1
ALFA,ALFA Q - G2/G3,6/14/2014,9,Masculino,2021,Pública,,,,2.0,0.0,9.1,7.52,6.8,6.8,6.8,,,2023,,,1
ALFA,ALFA Q - G2/G3,2/28/2014,9,Masculino,2022,Pública,,,,2.0,8.5,8.3,6.27,7.8,7.8,7.7,,,2023,,,1
ALFA,ALFA Q - G2/G3,7/22/2014,9,Masculino,2022,Pública,,,,2.0,9.5,9.1,7.52,8.0,8.3,7.7,,,2023,,,1
ALFA,ALFA Q - G2/G3,2014-05-09 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,2.0,9.5,9.8,7.52,8.5,8.3,8.7,,,2023,,,1
ALFA,ALFA Q - G2/G3,4/30/2014,9,Masculino,2023,Pública,,,,2.0,8.5,9.4,7.52,7.2,7.3,7.0,,,2023,,,1
ALFA,ALFA Q - G2/G3,3/26/2014,9,Feminino,2023,Pública,,,,2.0,8.5,8.2,6.27,4.7,5.3,4.0,,,2023,,,1
ALFA,ALFA Q - G2/G3,2014-05-06 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,2.0,10.0,10.0,7.52,5.0,5.0,5.0,,,2023,,,1
ALFA,ALFA Q - G2/G3,2013-09-09 00:00:00,1900-01-10 00:00:00,Masculino,2023,Pública,,,,2.0,9.5,8.0,7.52,6.5,6.5,6.5,,,2023,,,1
ALFA,ALFA Q - G2/G3,2014-08-05 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,9.7,7.52,8.3,8.0,8.5,,,2023,,,1
ALFA,ALFA Q - G2/G3,11/30/2014,8,Masculino,2022,Pública,,,,2.0,9.5,9.1,7.52,5.8,6.3,5.3,,,2023,,,0
ALFA,ALFA Q - G2/G3,8/17/2015,8,Masculino,2023,Pública,,,,2.0,8.5,9.7,7.52,5.5,6.0,5.0,,,2023,,,0
ALFA,ALFA R - G0/G1,2015-02-06 00:00:00,1900-01-08 00:00:00,Feminino,2023,Pública,,,,2.0,8.5,8.1,7.52,9.4,9.2,9.5,,,2023,,,0
ALFA,ALFA R - G0/G1,2015-04-03 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,7.8,6.4,3.77,6.9,5.5,8.3,,,2023,,,0
ALFA,ALFA R - G0/G1,9/24/2015,8,Masculino,2023,Pública,,,,2.0,9.0,9.1,3.77,6.0,6.2,5.7,,,2023,,,0
ALFA,ALFA R - G0/G1,2014-12-02 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,2.0,0.0,8.6,3.77,5.2,6.2,4.1,,,2023,,,1
ALFA,ALFA R - G0/G1,2015-09-12 00:00:00,1900-01-07 00:00:00,Masculino,2023,Pública,,,,2.0,9.0,9.1,3.77,8.8,8.8,8.8,,,2023,,,0
ALFA,ALFA R - G0/G1,2015-04-12 00:00:00,1900-01-07 00:00:00,Feminino,2023,Pública,,,,2.0,7.9,9.2,7.52,6.5,7.2,5.8,,,2023,,,0
ALFA,ALFA R - G0/G1,2015-04-04 00:00:00,1900-01-08 00:00:00,Masculino,2023,Pública,,,,2.0,9.5,9.2,6.27,8.6,9.0,8.2,,,2023,,,0
ALFA,ALFA R - G0/G1,12/30/2015,7,Feminino,2023,Pública,,,,2.0,8.5,7.4,5.02,5.8,5.7,5.9,,,2023,,,0
ALFA,ALFA R - G0/G1,2015-10-11 00:00:00,1900-01-07 00:00:00,Feminino,2023,Pública,,,,2.0,9.0,9.8,3.77,8.6,8.7,8.5,,,2023,,,0
ALFA,ALFA S - G2/G3,7/19/2015,8,Masculino,2023,Pública,,,,2.0,9.5,9.6,6.27,6.0,6.0,6.0,,,2023,,,0
ALFA,ALFA S - G2/G3,9/19/2015,8,Feminino,2023,Pública,,,,2.0,0.0,9.8,5.02,6.3,6.5,6.0,,,2023,,,0
ALFA,ALFA S - G2/G3,9/27/2014,9,Masculino,2022,Pública,,,,2.0,10.0,10.0,2.52,8.7,8.7,8.7,,,2023,,,1
ALFA,ALFA S - G2/G3,1/20/2016,7,Feminino,2023,Pública,,,,2.0,9.5,9.1,2.52,5.8,5.7,5.8,,,2023,,,0
ALFA,ALFA S - G2/G3,11/19/2015,7,Masculino,2023,Pública,,,,2.0,0.0,9.1,2.52,8.6,8.7,8.5,,,2023,,,0
ALFA,ALFA S - G2/G3,10/28/2014,8,Masculino,2023,Pública,,,,2.0,8.5,9.9,2.52,8.8,8.8,8.8,,,2023,,,0
ALFA,ALFA S - G2/G3,12/21/2014,8,Feminino,2023,Pública,,,,2.0,8.0,9.8,7.52,8.3,8.3,8.2,,,2023,,,0
ALFA,ALFA S - G2/G3,8/23/2015,8,Masculino,2023,Pública,,,,2.0,9.0,9.3,2.52,6.8,7.3,6.2,,,2023,,,0
ALFA,ALFA S - G2/G3,6/15/2015,8,Feminino,2023,Pública,,,,2.0,9.5,9.1,2.52,8.3,8.3,8.3,,,2023,,,0
ALFA,ALFA S - G2/G3,7/26/2015,8,Masculino,2023,Pública,,,,2.0,0.0,9.8,6.27,7.3,7.5,7.0,,,2023,,,0
ALFA,ALFA S - G2/G3,2014-02-05 00:00:00,1900-01-09 00:00:00,Feminino,2023,Pública,,,,2.0,7.9,8.1,7.52,8.5,8.5,8.5,,,2023,,,1
ALFA,ALFA S - G2/G3,9/18/2014,9,Masculino,2023,Pública,,,,2.0,9.5,8.1,2.52,8.3,8.7,7.8,,,2023,,,1
ALFA,ALFA T - G2/G3,4/28/2014,9,Feminino,2021,Pública,,,,2.0,10.0,8.2,10.0,8.7,9.0,8.3,,,2023,,,1
ALFA,ALFA T - G2/G3,2014-12-06 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,2.0,0.0,8.5,7.52,7.8,8.3,7.2,,,2023,,,1
ALFA,ALFA T - G2/G3,4/30/2014,9,Feminino,2023,Pública,,,,2.0,10.0,9.1,3.14,7.7,8.0,7.3,,,2023,,,1
ALFA,ALFA T - G2/G3,12/13/2012,10,Masculino,2023,Pública,,,,2.0,9.5,8.2,3.14,8.0,8.2,7.8,,,2023,,,1
ALFA,ALFA T - G2/G3,6/25/2012,11,Masculino,2021,Pública,,,,2.0,9.5,8.4,3.14,4.6,4.8,4.3,,,2023,,,1
ALFA,ALFA T - G2/G3,10/13/2015,8,Feminino,2023,Pública,,,,2.0,9.5,9.8,3.77,8.6,8.5,8.7,,,2023,,,0
ALFA,ALFA T - G2/G3,9/24/2014,9,Masculino,2022,Pública,,,,2.0,7.9,8.5,3.77,5.2,5.3,5.0,,,2023,,,1
ALFA,ALFA T - G2/G3,12/18/2014,8,Feminino,2023,Pública,,,,2.0,9.5,9.4,3.77,6.0,6.2,5.7,,,2023,,,0
ALFA,ALFA T - G2/G3,2012-02-04 00:00:00,1900-01-11 00:00:00,Feminino,2023,Pública,,,,2.0,9.5,7.9,3.77,5.1,5.3,4.8,,,2023,,,1
ALFA,ALFA T - G2/G3,2/21/2014,9,Masculino,2023,Pública,,,,2.0,10.0,9.2,3.77,8.6,8.7,8.5,,,2023,,,1
ALFA,ALFA T - G2/G3,4/25/2015,8,Masculino,2023,Pública,,,,2.0,7.5,8.7,3.77,7.1,7.2,7.0,,,2023,,,0
ALFA,ALFA U - G2/G3,10/20/2012,11,Feminino,2023,Pública,,,,2.0,9.5,9.3,3.77,7.9,8.0,7.7,,,2023,,,1
ALFA,ALFA U - G2/G3,2014-04-07 00:00:00,1900-01-09 00:00:00,Masculino,2023,Pública,,,,2.0,9.0,9.4,3.77,8.3,8.3,8.3,,,2023,,,1
ALFA,ALFA U - G2/G3,2012-06-03 00:00:00,1900-01-11 00:00:00,Masculino,2019,Pública,,,,2.0,9.5,7.7,3.14,3.4,3.3,3.5,,,2023,,,1
ALFA,ALFA U - G2/G3,2015-07-06 00:00:00,1900-01-08 00:00:00,Masculino,2022,Pública,,,,2.0,0.0,8.3,3.77,5.9,6.0,5.7,,,2023,,,0
ALFA,ALFA U - G2/G3,2015-05-11 00:00:00,1900-01-07 00:00:00,Feminino,2022,Pública,,,,2.0,0.0,8.8,3.14,8.2,8.2,8.2,,,2023,,,0
